image_path,target
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\F\F134.jpg,15.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar71.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\T\T71.jpg,46.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\U\U90.jpg,49.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\R\R182.jpg,38.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Krst\Krst34.jpg,25.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Telefon\Telefon50.jpg,47.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\ZH\ZH175.jpg,54.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Fizika\Fizika54.jpg,16.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\G\G9.jpg,17.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DZ\DZ3.jpg,11.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin121.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sida\Sida112.jpg,43.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Valkano\Valkano138.jpg,51.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V70.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\SH\SH182.jpg,41.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas115.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa136.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zholtica\Zholtica207.jpg,56.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DZ\DZ184.jpg,11.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O131.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Svekja\Svekja98.jpg,45.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\K\K206.jpg,22.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DZ\DZ37.jpg,11.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L5.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\C\C63.jpg,5.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Krst\Krst47.jpg,25.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\SH\SH14.jpg,41.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z137.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Mnogu\Mnogu37.jpg,30.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Dopir\Dopir67.jpg,13.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I154.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sever\Sever122.jpg,42.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Agol\Agol72.jpg,1.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Mnogu\Mnogu165.jpg,30.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\U\U172.jpg,49.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DZ\DZ148.jpg,11.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Svekja\Svekja102.jpg,45.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin196.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\F\F102.jpg,15.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z102.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Rob\Rob192.jpg,39.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Peperutka\Peperutka149.jpg,35.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja13.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Fizika\Fizika195.jpg,16.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L116.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\T\T19.jpg,46.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M18.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ105.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Delenje\Delenje48.jpg,12.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Dopir\Dopir26.jpg,13.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Svekja\Svekja43.jpg,45.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\H\H38.jpg,18.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\B\B68.jpg,3.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Valkano\Valkano116.jpg,51.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar75.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sever\Sever119.jpg,42.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M28.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Fizika\Fizika93.jpg,16.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sever\Sever46.jpg,42.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zholtica\Zholtica197.jpg,56.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\H\H7.jpg,18.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Beskonechnost\Beskonechnost191.jpg,4.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M208.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Rob\Rob144.jpg,39.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\N\N135.jpg,31.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\C\C201.jpg,5.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Valkano\Valkano115.jpg,51.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Amin\Amin154.jpg,2.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\LJ\LJ11.jpg,28.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ144.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\U\U159.jpg,49.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sever\Sever141.jpg,42.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V155.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\SH\SH32.jpg,41.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zoshto\Zoshto158.jpg,57.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\S\S175.jpg,40.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas19.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Cvekje\Cvekje1.jpg,8.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\R\R162.jpg,38.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka105.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Javanje\Javanje79.jpg,21.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\SH\SH115.jpg,41.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Pritisok\Pritisok79.jpg,36.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\NJ\NJ0.jpg,32.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D158.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Fizika\Fizika28.jpg,16.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Rob\Rob29.jpg,39.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja68.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki150.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\T\T73.jpg,46.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Valkano\Valkano184.jpg,51.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki131.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kolache\Kolache106.jpg,23.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar100.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\SH\SH155.jpg,41.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M10.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DZ\DZ90.jpg,11.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Valkano\Valkano181.jpg,51.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin24.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Peperutka\Peperutka137.jpg,35.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Rob\Rob126.jpg,39.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DJ\DJ117.jpg,10.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\C\C90.jpg,5.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa3.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A126.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas17.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja196.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka81.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DZ\DZ21.jpg,11.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin20.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar27.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\A\A6.jpg,0.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\P\P71.jpg,34.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\G\G21.jpg,17.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki204.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\S\S159.jpg,40.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zamenki\Zamenki134.jpg,55.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\ZH\ZH35.jpg,54.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Pritisok\Pritisok101.jpg,36.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M189.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\K\K77.jpg,22.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Agol\Agol176.jpg,1.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas55.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Dopir\Dopir138.jpg,13.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D177.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O138.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Agol\Agol157.jpg,1.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I23.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\B\B100.jpg,3.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\H\H80.jpg,18.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\F\F77.jpg,15.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sin\Sin122.jpg,44.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\LJ\LJ68.jpg,28.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Prst\Prst173.jpg,37.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Korona\Korona29.jpg,24.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Korona\Korona206.jpg,24.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zoshto\Zoshto134.jpg,57.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I164.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas145.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja209.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O116.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja87.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Javanje\Javanje127.jpg,21.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sida\Sida102.jpg,43.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z12.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D121.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DZ\DZ161.jpg,11.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kolache\Kolache28.jpg,23.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kolache\Kolache78.jpg,23.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D23.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\K\K75.jpg,22.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M20.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Dopir\Dopir90.jpg,13.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\I\I25.jpg,19.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\T\T153.jpg,46.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\F\F196.jpg,15.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja45.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\S\S177.jpg,40.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kolache\Kolache21.jpg,23.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V97.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Cvekje\Cvekje42.jpg,8.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa10.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\P\P81.jpg,34.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar118.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\G\G116.jpg,17.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\SH\SH162.jpg,41.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar157.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\B\B71.jpg,3.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sida\Sida104.jpg,43.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas62.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\N\N26.jpg,31.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar165.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O205.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V35.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L59.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L3.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Dopir\Dopir20.jpg,13.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V107.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\B\B137.jpg,3.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\M\M23.jpg,29.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Agol\Agol145.jpg,1.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Telefon\Telefon30.jpg,47.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\R\R12.jpg,38.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\G\G168.jpg,17.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Jas\Jas8.jpg,20.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\S\S135.jpg,40.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O95.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Vilushka\Vilushka56.jpg,52.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\ZH\ZH80.jpg,54.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sever\Sever112.jpg,42.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\O\O34.jpg,33.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\E\E49.jpg,14.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Centar\Centar82.jpg,7.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\TojTaaToa\TojTaaToa201.jpg,48.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Sever\Sever4.jpg,42.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z40.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Cvekje\Cvekje97.jpg,8.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Pritisok\Pritisok155.jpg,36.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Pritisok\Pritisok158.jpg,36.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Zoshto\Zoshto151.jpg,57.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\K\K181.jpg,22.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\B\B126.jpg,3.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\H\H172.jpg,18.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Beskonechnost\Beskonechnost75.jpg,4.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kolache\Kolache70.jpg,23.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\DJ\DJ140.jpg,10.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\N\N83.jpg,31.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\R\R163.jpg,38.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\S\S96.jpg,40.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Z\Z201.jpg,53.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\SH\SH82.jpg,41.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\C\C111.jpg,5.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Kukja\Kukja7.jpg,26.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\H\H118.jpg,18.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\V\V147.jpg,50.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Prst\Prst192.jpg,37.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\D\D117.jpg,9.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\L\L12.jpg,27.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\U\U144.jpg,49.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\B\B104.jpg,3.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\U\U12.jpg,49.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Peperutka\Peperutka105.jpg,35.0
D:\Anaconda_zadachki\RealTimeObjectDetection1\Tensorflow\workspace\images\collectedImages\Svekja\Svekja68.jpg,45.0
